iso3,scenario,year,gdp_per_capita_log,urban_share,median_age,life_expectancy,government_effectiveness,control_of_corruption
CPV,SSP2,2040,9.357656508,73.544,36.1,83.8,0.600886635,0.67182098
CPV,SSP2,2045,9.47127436,75.033,38.3,84.8,0.607621902,0.676660516
CPV,SSP2,2050,9.582984579,76.44,40.4,85.7,0.614586913,0.681418446
CPV,SSP2,2055,9.686733127,77.768,42.4,86.7,0.625624028,0.687979311
CPV,SSP2,2060,9.785385025,79.02,44.2,87.7,0.632426535,0.692412889
CPV,SSP2,2065,9.883040282,80.201,46,88.6,0.643581478,0.699046672
CPV,SSP2,2070,9.976632871,81.314,47.5,89.6,0.651117904,0.704158228
CPV,SSP2,2075,10.06217383,82.363,48.9,90.5,0.662238121,0.710546736
CPV,SSP2,2080,10.14121119,83.352,49.9,91.5,0.668903956,0.714671949
CPV,SSP2,2085,10.21522216,84.283,50.7,92.4,0.679065097,0.720243139
CPV,SSP2,2090,10.28546942,85.16,51.3,93.3,0.689217865,0.726032933
CPV,SSP2,2095,10.35300022,85.986,51.9,94.2,0.699659347,0.731777615
CPV,SSP2,2100,10.38854905,86.764,52.4,95.1,0.699659347,0.731777615
CPV,SSP3,2030,9.099291204,66.925,31.1,80.9,0.576836264,0.654968896
CPV,SSP3,2035,9.180580517,67.044,33,81.3,0.580886251,0.65948933
CPV,SSP3,2040,9.25957885,67.168,34.7,81.8,0.584939903,0.663564463
CPV,SSP3,2045,9.334655797,67.297,36.2,82.2,0.589430477,0.667909988
CPV,SSP3,2050,9.405809265,67.431,37.5,82.7,0.593198556,0.671360822
CPV,SSP3,2055,9.464425889,67.571,38.5,83.1,0.596860287,0.674745842
CPV,SSP3,2060,9.515400184,67.715,39.3,83.6,0.599546958,0.677079867
CPV,SSP3,2065,9.561451064,67.866,39.9,84,0.602300808,0.679455466
CPV,SSP3,2070,9.5993764,68.023,40.3,84.4,0.604859308,0.681486387
CPV,SSP3,2075,9.62563789,68.185,40.4,84.8,0.607146631,0.683125703
CPV,SSP3,2080,9.644377666,68.354,40.5,85.2,0.60892461,0.684226022
CPV,SSP3,2085,9.658580688,68.529,40.4,85.6,0.610507985,0.685205907
CPV,SSP3,2090,9.670004404,68.711,40.4,86,0.611958434,0.686103531
CPV,SSP3,2095,9.679832483,68.9,40.4,86.4,0.613382347,0.686984733
CPV,SSP3,2100,9.639843265,69.096,40.5,86.8,0.613382347,0.686984733
CPV,SSP5,2030,9.227234059,74.723,32.2,83,0.619041914,0.678173978
CPV,SSP5,2035,9.42810027,77.978,35.1,84.4,0.635976725,0.687891344
CPV,SSP5,2040,9.641201316,80.799,38,85.9,0.653875345,0.697981388
CPV,SSP5,2045,9.842779185,83.242,40.9,87.4,0.672665589,0.708623222
CPV,SSP5,2050,10.03796617,85.357,43.8,88.9,0.691608328,0.719135645
CPV,SSP5,2055,10.21762474,87.189,46.6,90.4,0.711185816,0.730488456
CPV,SSP5,2060,10.38650851,88.779,49.4,91.9,0.729649766,0.74092836
CPV,SSP5,2065,10.54256234,90.159,52.1,93.3,0.748021544,0.751758792
CPV,SSP5,2070,10.68348625,91.36,54.8,94.6,0.767018502,0.762752338
CPV,SSP5,2075,10.80455282,92.407,57.2,95.9,0.786151863,0.773830298
CPV,SSP5,2080,10.90387103,93.32,59.6,97.2,0.804799812,0.784607856
CPV,SSP5,2085,10.98682229,94.118,61.7,98.4,0.822342605,0.794477693
CPV,SSP5,2090,11.06004934,94.817,63.5,99.4,0.839661338,0.804208869
CPV,SSP5,2095,11.12801154,95.429,65.2,100.3,0.856325568,0.813311215
CPV,SSP5,2100,11.17552032,95.967,66.6,101,0.856325568,0.813311215
CRI,SSP1,2030,10.1569696,87.022,38.4,85.1,0.673123361,0.628694517
CRI,SSP1,2035,10.27503411,89.601,41.1,86.6,0.695193854,0.636719901
CRI,SSP1,2040,10.39832313,91.792,43.8,88.2,0.712867396,0.642802997
CRI,SSP1,2045,10.51744622,93.606,46.4,89.8,0.733978908,0.650558646
CRI,SSP1,2050,10.62834312,95.074,48.9,91.4,0.755730043,0.65872692
CRI,SSP1,2055,10.72884149,96.239,51.4,92.9,0.773789015,0.665548239
CRI,SSP1,2060,10.83524308,97.15,53.8,94.3,0.794479441,0.67325989
CRI,SSP1,2065,10.92858997,97.852,56.3,95.8,0.810599185,0.679493747
CRI,SSP1,2070,11.01201238,98.389,58.8,97.1,0.825406813,0.684862664
CRI,SSP1,2075,11.07878671,98.795,61.2,98.4,0.844182532,0.692350782
CRI,SSP1,2080,11.13459988,99.102,63.6,99.5,0.859232153,0.698394086
CRI,SSP1,2085,11.1830866,99.332,65.9,100.3,0.873885918,0.704100813
CRI,SSP1,2090,11.22980484,99.503,67.9,101.1,0.888439568,0.709866931
CRI,SSP1,2095,11.27671299,99.631,69.5,101.6,0.903186366,0.716087764
CRI,SSP1,2100,11.32217308,99.727,70.9,102,0.903186366,0.716087764
CRI,SSP2,2030,10.11936014,84.589,38,84.1,0.627465973,0.61011616
CRI,SSP2,2035,10.20092729,85.996,40.3,85.1,0.638239619,0.614096529
CRI,SSP2,2040,10.28604883,87.177,42.4,86.2,0.649472913,0.61844142
CRI,SSP2,2045,10.37682005,88.179,44.4,87.2,0.663900748,0.623675395
CRI,SSP2,2050,10.46314867,89.039,46.2,88.3,0.674343557,0.627234014
CRI,SSP2,2055,10.54589031,89.785,47.9,89.3,0.687908709,0.631854706
CRI,SSP2,2060,10.62890848,90.438,49.5,90.4,0.697574514,0.634847196
CRI,SSP2,2065,10.70682318,91.013,51.2,91.4,0.711602958,0.640111267
CRI,SSP2,2070,10.78036311,91.523,52.6,92.5,0.726784918,0.646151621
CRI,SSP2,2075,10.84534035,91.978,53.9,93.5,0.738394959,0.650758467
CRI,SSP2,2080,10.90533549,92.387,54.6,94.5,0.753303652,0.656747036
CRI,SSP2,2085,10.96185754,92.757,55.3,95.5,0.767527134,0.662366669
CRI,SSP2,2090,11.01625843,93.091,56,96.4,0.781353613,0.667793486
CRI,SSP2,2095,11.06398932,93.396,56.7,97.3,0.79541855,0.673642384
CRI,SSP2,2100,11.0814165,93.675,57.4,98.2,0.79541855,0.673642384
CRI,SSP3,2030,10.09690581,82.109,37.7,83,0.594365154,0.599067555
