iso3,scenario,year,gdp_per_capita_log,urban_share,median_age,life_expectancy,government_effectiveness,control_of_corruption
JAM,SSP1,2090,10.88807803,95.251,65.2,97.7,0.892288714,0.67112983
JAM,SSP1,2095,10.94465635,95.99,66.7,98.8,0.906775567,0.678444561
JAM,SSP1,2100,10.98382546,96.615,67.9,99.4,0.906775567,0.678444561
JAM,SSP2,2030,9.410686018,61.097,36.3,76.5,0.61425547,0.454208477
JAM,SSP2,2035,9.546654741,63.263,38.8,77.7,0.63562366,0.473269099
JAM,SSP2,2040,9.672382733,65.282,41.2,79,0.649555279,0.487341727
JAM,SSP2,2045,9.78757957,67.162,43.4,80.2,0.665004985,0.500808952
JAM,SSP2,2050,9.894852227,68.911,45.3,81.5,0.67545784,0.511344479
JAM,SSP2,2055,9.993312259,70.537,47.1,82.8,0.688203539,0.521621693
JAM,SSP2,2060,10.08696386,72.05,48.7,84,0.696623423,0.529466976
JAM,SSP2,2065,10.17759714,73.457,50,85.3,0.709547855,0.5393959
JAM,SSP2,2070,10.26658181,74.766,51,86.5,0.722960459,0.549450886
JAM,SSP2,2075,10.35053626,75.986,51.7,87.8,0.736539254,0.559240899
JAM,SSP2,2080,10.43184846,77.124,52.3,89,0.746362507,0.567085632
JAM,SSP2,2085,10.50717638,78.185,52.9,90.3,0.760036176,0.576285161
JAM,SSP2,2090,10.57763924,79.177,53.3,91.5,0.773592129,0.585126112
JAM,SSP2,2095,10.64318928,80.105,53.8,92.7,0.786995215,0.593610012
JAM,SSP2,2100,10.67783586,80.974,54.4,93.9,0.786995215,0.593610012
JAM,SSP3,2030,9.378480433,56.697,35.8,75.4,0.582874743,0.414859863
JAM,SSP3,2035,9.4840487,56.919,38,76.2,0.597146113,0.423990454
JAM,SSP3,2040,9.570585374,57.159,40,76.9,0.605317113,0.430281389
JAM,SSP3,2045,9.640307084,57.419,41.4,77.6,0.611091172,0.434859908
JAM,SSP3,2050,9.702717137,57.699,42.7,78.4,0.61568905,0.438705307
JAM,SSP3,2055,9.754918444,58.002,43.6,79.1,0.619338213,0.441734602
JAM,SSP3,2060,9.797185768,58.328,44,79.8,0.622720143,0.444593353
JAM,SSP3,2065,9.830156327,58.679,43.8,80.5,0.626356082,0.447827952
JAM,SSP3,2070,9.855870432,59.058,43.6,81.2,0.633335777,0.452185854
JAM,SSP3,2075,9.875987772,59.467,43.4,81.9,0.636553221,0.454927509
JAM,SSP3,2080,9.894976904,59.906,43.3,82.6,0.639972729,0.457789177
JAM,SSP3,2085,9.912216052,60.379,43.1,83.3,0.643585109,0.460765199
JAM,SSP3,2090,9.928014135,60.888,42.9,84,0.647306381,0.463803634
JAM,SSP3,2095,9.941774237,61.434,42.7,84.7,0.65106892,0.466862666
JAM,SSP3,2100,9.908729708,62.02,42.6,85.4,0.65106892,0.466862666
JAM,SSP5,2030,9.500066264,66.819,36.8,77.5,0.653086889,0.485161221
JAM,SSP5,2035,9.707842325,71.369,39.8,79.3,0.682173468,0.510231331
JAM,SSP5,2040,9.903780405,75.416,42.6,81,0.707552514,0.531615778
JAM,SSP5,2045,10.06744148,78.972,45.4,82.8,0.726170087,0.548271268
JAM,SSP5,2050,10.21338864,82.069,47.9,84.5,0.747703534,0.565315755
JAM,SSP5,2055,10.34222371,84.746,50.3,86.3,0.768405322,0.580802947
JAM,SSP5,2060,10.47877945,87.048,52.6,88,0.785348302,0.593954531
JAM,SSP5,2065,10.60509908,89.019,54.8,89.8,0.806525113,0.608588713
JAM,SSP5,2070,10.7198622,90.7,56.9,91.5,0.827741081,0.622676395
JAM,SSP5,2075,10.81727191,92.131,58.9,93.2,0.844653859,0.634089152
JAM,SSP5,2080,10.90308344,93.347,60.8,94.8,0.865699071,0.647119191
JAM,SSP5,2085,10.97840007,94.378,62.5,96.3,0.882729012,0.657986765
JAM,SSP5,2090,11.04930516,95.251,64,97.6,0.899180814,0.667924447
JAM,SSP5,2095,11.11639699,95.99,65.5,98.8,0.915504229,0.677475651
JAM,SSP5,2100,11.19426956,96.615,66.6,99.4,0.915504229,0.677475651
JOR,SSP1,2030,9.28081816,94.425,27.8,81,0.701559343,0.580784976
JOR,SSP1,2035,9.396439193,95.033,29.9,82.5,0.732368175,0.597046516
JOR,SSP1,2040,9.541949098,95.435,32.4,84,0.75639023,0.609580372
JOR,SSP1,2045,9.696641394,95.716,34.9,85.5,0.781359678,0.621305649
JOR,SSP1,2050,9.846369979,95.921,37.7,86.9,0.800938565,0.630193381
JOR,SSP1,2055,9.98272113,96.073,40.5,88.4,0.81932598,0.638134077
JOR,SSP1,2060,10.11249401,96.19,43.3,89.9,0.83707083,0.645698115
JOR,SSP1,2065,10.23500234,96.281,46.1,91.3,0.853839199,0.652460231
JOR,SSP1,2070,10.34546051,96.352,48.8,92.8,0.866701208,0.657775693
JOR,SSP1,2075,10.43956131,96.408,51.5,94.1,0.882960575,0.664509034
JOR,SSP1,2080,10.52502549,96.452,54,95.4,0.894992478,0.66937747
JOR,SSP1,2085,10.60351702,96.488,56.5,96.7,0.906772987,0.6741254
JOR,SSP1,2090,10.67314193,96.517,59,97.9,0.918816082,0.679071195
JOR,SSP1,2095,10.73461314,96.541,61.4,98.9,0.931413869,0.68439544
JOR,SSP1,2100,10.77574255,96.56,63.7,99.7,0.931413869,0.68439544
JOR,SSP2,2030,9.233019653,92.144,27.3,79.9,0.675185896,0.571476222
JOR,SSP2,2035,9.301942824,92.457,29,80.9,0.699123341,0.584669816
JOR,SSP2,2040,9.39593131,92.738,30.9,81.9,0.716503319,0.594060419
JOR,SSP2,2045,9.505323977,92.993,32.8,82.9,0.735359214,0.602964227
JOR,SSP2,2050,9.617415552,93.224,34.8,83.8,0.748752793,0.608747925
JOR,SSP2,2055,9.725197566,93.434,36.7,84.8,0.76512622,0.615427753
JOR,SSP2,2060,9.828166135,93.626,38.6,85.8,0.776395562,0.619213336
JOR,SSP2,2065,9.928959032,93.802,40.4,86.8,0.788640517,0.624270721
JOR,SSP2,2070,10.02649962,93.965,42.1,87.7,0.800514113,0.629096555
JOR,SSP2,2075,10.11563619,94.115,43.8,88.7,0.815841403,0.635342299
JOR,SSP2,2080,10.2009023,94.253,45.4,89.7,0.826940615,0.639689531
JOR,SSP2,2085,10.28265403,94.382,47,90.6,0.83731247,0.643364915
JOR,SSP2,2090,10.35677326,94.501,48.6,91.6,0.844476996,0.646223167
JOR,SSP2,2095,10.4236158,94.612,50.1,92.5,0.854916378,0.650171116
JOR,SSP2,2100,10.45720916,94.716,51.4,93.5,0.854916378,0.650171116
JOR,SSP3,2030,9.194355158,91.532,26.7,78.9,0.616339848,0.535211637
JOR,SSP3,2035,9.215306747,91.586,28.1,79.4,0.624212954,0.541851002
JOR,SSP3,2040,9.251109319,91.635,29.4,79.9,0.634411857,0.548988637
JOR,SSP3,2045,9.294153262,91.678,30.7,80.3,0.638998562,0.552698725
JOR,SSP3,2050,9.334900143,91.716,31.8,80.8,0.646708177,0.557400389
JOR,SSP3,2055,9.372487679,91.75,32.9,81.2,0.650134735,0.55994463
JOR,SSP3,2060,9.406195598,91.78,34,81.7,0.653125235,0.561995075
JOR,SSP3,2065,9.439438318,91.807,35,82.2,0.65613387,0.564056593
JOR,SSP3,2070,9.46622429,91.831,36.1,82.6,0.659052414,0.566062208
JOR,SSP3,2075,9.48515079,91.853,37.1,83.1,0.665292894,0.569182577
JOR,SSP3,2080,9.501164179,91.872,38.1,83.5,0.668077746,0.571105164
JOR,SSP3,2085,9.51551344,91.889,39,84,0.670447561,0.572546973
JOR,SSP3,2090,9.527810139,91.904,39.7,84.4,0.672849944,0.574008795
JOR,SSP3,2095,9.538307517,91.918,40.3,84.9,0.675276834,0.575485644
JOR,SSP3,2100,9.500048505,91.93,40.7,85.4,0.675276834,0.575485644
JOR,SSP5,2030,9.288193429,94.425,27.9,81,0.701837981,0.581904059
JOR,SSP5,2035,9.421416745,95.033,30.1,82.5,0.733907598,0.599228653
JOR,SSP5,2040,9.585797895,95.435,32.6,84,0.758758159,0.612334627
JOR,SSP5,2045,9.7593274,95.716,35.1,85.5,0.785311153,0.625539173
JOR,SSP5,2050,9.927223601,95.921,37.9,87,0.805938778,0.635337813
JOR,SSP5,2055,10.08062842,96.073,40.7,88.4,0.82530818,0.644130297
JOR,SSP5,2060,10.22686388,96.19,43.5,89.9,0.843600065,0.652032526
JOR,SSP5,2065,10.36436765,96.281,46.4,91.3,0.861812372,0.660113092
JOR,SSP5,2070,10.48911481,96.352,49.1,92.8,0.875805806,0.666082804
JOR,SSP5,2075,10.59761131,96.408,51.7,94.1,0.894616044,0.674549196
JOR,SSP5,2080,10.69675804,96.452,54.3,95.4,0.910249369,0.681777733
JOR,SSP5,2085,10.78802892,96.488,56.8,96.7,0.926332919,0.68929759
JOR,SSP5,2090,10.87072102,96.517,59.2,97.9,0.942616569,0.696955265
JOR,SSP5,2095,10.94562971,96.541,61.5,98.9,0.95894063,0.704652944
JOR,SSP5,2100,11.00038129,96.56,63.8,99.7,0.95894063,0.704652944
JPN,SSP1,2030,10.73505445,93.796,52.8,90.4,0.869815957,0.789920395
JPN,SSP1,2035,10.685697,93.788,54.5,91.9,0.888006077,0.80036885
JPN,SSP1,2040,10.87127337,93.788,55.9,93.5,0.906232333,0.810839669
JPN,SSP1,2045,10.92484243,93.788,57.1,95,0.927398321,0.821965072
JPN,SSP1,2050,10.98667373,93.788,58.3,96.6,0.941325761,0.830268869
JPN,SSP1,2055,10.95721806,93.788,59.6,98.1,0.958288136,0.83928617
JPN,SSP1,2060,11.04801745,93.788,61,99.4,0.970587449,0.845687246
JPN,SSP1,2065,11.13064122,93.788,62.4,100.5,0.986804654,0.853795821
JPN,SSP1,2070,11.20781141,93.788,63.7,101.3,0.998780867,0.85977316
JPN,SSP1,2075,11.27910065,93.788,64.9,102,1,0.865724957
JPN,SSP1,2080,11.3451456,93.788,66,102.4,1,0.871183868
JPN,SSP1,2085,11.40557179,93.788,66.9,102.6,1,0.875407846
JPN,SSP1,2090,11.46084748,93.788,67.7,102.8,1,0.88132616
JPN,SSP1,2095,11.51158599,93.788,68.5,102.9,1,0.885613856
JPN,SSP1,2100,11.54259453,93.788,69.1,102.9,1,0.885613856
JPN,SSP2,2030,10.73521553,93.202,52.5,89.4,0.866723645,0.789395169
JPN,SSP2,2035,10.6928688,93.843,53.9,90.4,0.888279333,0.801209312
JPN,SSP2,2040,10.86772287,94.441,54.8,91.5,0.906391345,0.811833213
JPN,SSP2,2045,10.9212844,94.996,55.5,92.5,0.92356681,0.821429955
JPN,SSP2,2050,10.98148603,95.509,56.2,93.6,0.936880206,0.829353746
JPN,SSP2,2055,10.97335567,95.98,57,94.6,0.952771912,0.837484667
JPN,SSP2,2060,11.05527396,96.41,57.8,95.7,0.964429906,0.843488858
JPN,SSP2,2065,11.12769024,96.801,58.5,96.8,0.979603451,0.85072777
JPN,SSP2,2070,11.19385138,97.156,59,97.8,0.990963294,0.856323663
JPN,SSP2,2075,11.25511363,97.476,59.5,98.7,1,0.861398792
JPN,SSP2,2080,11.31122326,97.764,59.7,99.5,1,0.864807609
JPN,SSP2,2085,11.36186448,98.022,60,100.3,1,0.870351519
JPN,SSP2,2090,11.40683622,98.253,60.6,100.9,1,0.873773877
JPN,SSP2,2095,11.44682157,98.459,61.2,101.5,1,0.877224551
JPN,SSP2,2100,11.4607723,98.642,61.9,101.9,1,0.877224551
JPN,SSP3,2030,10.73234346,90.534,52.1,88.4,0.854424121,0.784560454
JPN,SSP3,2035,10.65855518,89.962,53,88.9,0.868356598,0.793762508
JPN,SSP3,2040,10.85869723,89.438,53.4,89.5,0.886046327,0.804348861
JPN,SSP3,2045,10.88603353,88.966,53.5,90,0.899657847,0.812904717
JPN,SSP3,2050,10.91705763,88.545,53.5,90.5,0.909194516,0.819432155
JPN,SSP3,2055,10.85595155,88.175,53.6,91.1,0.921920798,0.82676882
JPN,SSP3,2060,10.91473081,87.852,53.5,91.6,0.93060435,0.832096945
JPN,SSP3,2065,10.95915,87.572,53.1,92.2,0.939000145,0.837023204
JPN,SSP3,2070,10.99361459,87.333,52.2,92.7,0.943126222,0.839800449
JPN,SSP3,2075,11.02197055,87.129,51.1,93.2,0.951000321,0.844180067
JPN,SSP3,2080,11.04622574,86.955,50.4,93.7,0.954502497,0.846347421
JPN,SSP3,2085,11.06755894,86.809,50.2,94.2,0.957989258,0.848505235
JPN,SSP3,2090,11.08591168,86.686,50.2,94.7,0.961584489,0.850730177
JPN,SSP3,2095,11.10127714,86.583,50.2,95.2,0.965288968,0.853022728
JPN,SSP3,2100,11.07738636,86.497,50,95.7,0.965288968,0.853022728
JPN,SSP5,2030,10.73220374,93.796,52.6,90.4,0.868386856,0.789976893
JPN,SSP5,2035,10.70895121,93.788,54.3,91.9,0.887560038,0.800809941
JPN,SSP5,2040,10.85798875,93.788,55.5,93.5,0.907399273,0.812278965
JPN,SSP5,2045,10.92085718,93.788,56.6,95,0.926828028,0.823270176
JPN,SSP5,2050,10.98883944,93.788,57.7,96.6,0.945790891,0.833749282
JPN,SSP5,2055,10.9916739,93.788,58.8,98.1,0.960464666,0.842067385
JPN,SSP5,2060,11.07721745,93.788,60.2,99.4,0.978563922,0.85156447
JPN,SSP5,2065,11.15810865,93.788,61.6,100.5,0.992048319,0.858475162
JPN,SSP5,2070,11.23636066,93.788,62.9,101.3,1,0.865412299
JPN,SSP5,2075,11.31031734,93.788,64.1,101.9,1,0.870643712
JPN,SSP5,2080,11.37978939,93.788,65.2,102.4,1,0.876999617
JPN,SSP5,2085,11.44397165,93.788,66.2,102.6,1,0.882079507
JPN,SSP5,2090,11.50365518,93.788,67.1,102.8,1,0.887144936
JPN,SSP5,2095,11.55952599,93.788,68,102.9,1,0.893880117
JPN,SSP5,2100,11.59602178,93.788,68.7,102.9,1,0.893880117
KAZ,SSP1,2030,10.31139299,67.084,30.6,78,0.580900744,0.400842776
KAZ,SSP1,2035,10.34683881,70.946,30.8,79.5,0.612342392,0.438379254
KAZ,SSP1,2040,10.39880948,74.314,32.1,81,0.644682527,0.471745175
KAZ,SSP1,2045,10.45491391,77.246,33.8,82.6,0.672457062,0.500230895
KAZ,SSP1,2050,10.5159804,79.796,35.8,84.1,0.695598229,0.524051008
KAZ,SSP1,2055,10.57444966,82.018,38,85.6,0.722080195,0.547113268
KAZ,SSP1,2060,10.63977975,83.959,40.4,87.1,0.748525646,0.568613303
KAZ,SSP1,2065,10.70620957,85.657,42.9,88.6,0.774430716,0.58830726
KAZ,SSP1,2070,10.76546422,87.148,45.5,90.1,0.799729075,0.606400721
KAZ,SSP1,2075,10.81742167,88.461,47.8,91.6,0.820994107,0.621922261
KAZ,SSP1,2080,10.866796,89.62,50,93.1,0.841238157,0.635747055
KAZ,SSP1,2085,10.91604198,90.647,52.2,94.5,0.860915368,0.64852789
KAZ,SSP1,2090,10.96464771,91.559,54.4,95.8,0.879614236,0.65991076
KAZ,SSP1,2095,11.01351699,92.371,56.6,97.1,0.897777753,0.670498097
KAZ,SSP1,2100,11.04027484,93.095,58.9,98.2,0.897777753,0.670498097
KAZ,SSP2,2030,10.29480439,62.108,29.8,77,0.532196827,0.334673361
KAZ,SSP2,2035,10.31487847,64.1,29.5,78,0.555947275,0.360935944
KAZ,SSP2,2040,10.34747364,65.959,30.2,79,0.574443666,0.383259423
KAZ,SSP2,2045,10.38471017,67.692,31.4,80,0.592727999,0.404363899
KAZ,SSP2,2050,10.42609966,69.308,32.6,81.1,0.610414113,0.423872707
KAZ,SSP2,2055,10.46634133,70.814,34,82.1,0.628111714,0.442466517
KAZ,SSP2,2060,10.50852494,72.218,35.6,83.1,0.645845821,0.460234331
KAZ,SSP2,2065,10.55524043,73.527,37.1,84.1,0.664483599,0.478228289
KAZ,SSP2,2070,10.59911898,74.749,38.6,85.2,0.682610048,0.494964087
KAZ,SSP2,2075,10.64015003,75.89,40,86.2,0.697170363,0.509773868
KAZ,SSP2,2080,10.68087389,76.956,41.5,87.2,0.714930808,0.525016678
KAZ,SSP2,2085,10.72286527,77.955,43,88.2,0.732402899,0.539523944
KAZ,SSP2,2090,10.76483138,78.89,44.6,89.3,0.745324394,0.551196875
KAZ,SSP2,2095,10.80696524,79.766,46.2,90.3,0.762282731,0.564405284
KAZ,SSP2,2100,10.8144156,80.589,47.7,91.3,0.762282731,0.564405284
KAZ,SSP3,2030,10.2716428,58.353,29.2,76,0.494541629,0.270548231
KAZ,SSP3,2035,10.27523388,58.697,28.4,76.5,0.502634239,0.276923046
KAZ,SSP3,2040,10.28937543,59.053,28.6,77,0.509690851,0.282423382
KAZ,SSP3,2045,10.30040652,59.421,29,77.5,0.517371529,0.288524213
KAZ,SSP3,2050,10.31229436,59.802,29.5,78.1,0.520987974,0.292593759
KAZ,SSP3,2055,10.32069861,60.196,30.3,78.6,0.529172998,0.29898789
KAZ,SSP3,2060,10.32840124,60.604,31,79.1,0.533277195,0.303340584
KAZ,SSP3,2065,10.33969505,61.025,31.8,79.6,0.541467159,0.309495405
KAZ,SSP3,2070,10.34823005,61.46,32.8,80.1,0.546017644,0.314105821
KAZ,SSP3,2075,10.35495594,61.91,33.8,80.6,0.549885613,0.31783714
KAZ,SSP3,2080,10.3608771,62.373,34.8,81.1,0.553878113,0.321636438
KAZ,SSP3,2085,10.36820575,62.852,35.9,81.6,0.557944177,0.325472228
KAZ,SSP3,2090,10.37623048,63.345,36.9,82.2,0.565903244,0.330991138
KAZ,SSP3,2095,10.38488136,63.853,37.7,82.7,0.570058634,0.334864314
KAZ,SSP3,2100,10.3423351,64.376,38.3,83.2,0.570058634,0.334864314
KAZ,SSP5,2030,10.32916673,67.084,30.5,78,0.566642235,0.369516455
KAZ,SSP5,2035,10.37076645,70.946,30.8,79.5,0.595046807,0.401867249
KAZ,SSP5,2040,10.43033536,74.314,32.2,81,0.625994561,0.432972949
KAZ,SSP5,2045,10.49369778,77.246,33.8,82.5,0.652810114,0.460371428
KAZ,SSP5,2050,10.56263687,79.796,35.9,84,0.679588158,0.486089225
KAZ,SSP5,2055,10.63057776,82.018,38.1,85.6,0.702569768,0.508704353
KAZ,SSP5,2060,10.70726413,83.959,40.5,87.1,0.729311245,0.53162585
KAZ,SSP5,2065,10.78523943,85.657,43,88.6,0.756691311,0.554235766
KAZ,SSP5,2070,10.85601654,87.148,45.5,90.1,0.783275021,0.575107578
KAZ,SSP5,2075,10.91918425,88.461,47.7,91.6,0.806012594,0.593637032
KAZ,SSP5,2080,10.97884507,89.62,49.9,93,0.827873149,0.610602434
KAZ,SSP5,2085,11.0374781,90.647,52,94.5,0.849277487,0.626581979
KAZ,SSP5,2090,11.09517316,91.559,54.1,95.8,0.869789523,0.641165684
KAZ,SSP5,2095,11.15249352,92.371,56.2,97,0.889831096,0.654912846
KAZ,SSP5,2100,11.19777189,93.095,58.3,98.1,0.889831096,0.654912846
KEN,SSP1,2030,8.820169835,38.498,23.2,71.8,0.520386424,0.350896536
KEN,SSP1,2035,9.036409181,43.74,25.2,73.7,0.5508291,0.385194274
KEN,SSP1,2040,9.26151366,48.774,27.4,75.7,0.582802918,0.417193807
KEN,SSP1,2045,9.469671054,53.497,29.7,77.6,0.608642878,0.443925838
KEN,SSP1,2050,9.660932439,57.849,32.1,80.5,0.636521685,0.469528026
KEN,SSP1,2055,9.837076403,61.806,34.6,81.9,0.662255398,0.492152381
KEN,SSP1,2060,10.00500149,65.373,37.2,83.3,0.68222895,0.510490479
KEN,SSP1,2065,10.15504405,68.568,39.8,84.7,0.70475689,0.528658058
KEN,SSP1,2070,10.28458496,71.422,42.5,86.1,0.726273707,0.545319871
KEN,SSP1,2075,10.39918606,73.967,45.1,87.4,0.742667432,0.558556068
KEN,SSP1,2080,10.5017393,76.236,47.7,88.8,0.758770221,0.571199717
KEN,SSP1,2085,10.59232063,78.263,50.2,90.1,0.777664444,0.58408935
KEN,SSP1,2090,10.67345166,80.074,52.6,91.4,0.791772563,0.594051354
KEN,SSP1,2095,10.74714385,81.697,55,92.7,0.805889757,0.603853223
KEN,SSP1,2100,10.79657733,83.155,57.2,94,0.805889757,0.603853223
KEN,SSP2,2030,8.741719457,33.816,22.4,66.6,0.489335266,0.307557755
KEN,SSP2,2035,8.874097479,36.764,23.7,67.5,0.511659474,0.332591566
KEN,SSP2,2040,8.996766895,39.697,25,68.4,0.532208356,0.355556274
KEN,SSP2,2045,9.113587628,42.586,26.2,69.3,0.546928366,0.374491863
KEN,SSP2,2050,9.220488424,45.407,27.5,70.2,0.563622349,0.392844119
KEN,SSP2,2055,9.324169299,48.14,28.9,71.1,0.579482381,0.410087448
KEN,SSP2,2060,9.424390252,50.77,30.4,72,0.594162554,0.425827943
KEN,SSP2,2065,9.523331699,53.286,32,72.9,0.607757042,0.440164606
KEN,SSP2,2070,9.619606462,55.682,33.7,73.8,0.621274646,0.454207045
KEN,SSP2,2075,9.716461078,57.955,35.3,74.7,0.633886631,0.467029779
KEN,SSP2,2080,9.813624083,60.103,36.9,75.6,0.649483075,0.48035549
KEN,SSP2,2085,9.909572313,62.129,38.4,76.5,0.660815292,0.491386309
KEN,SSP2,2090,10.002775,64.035,39.8,77.4,0.671714675,0.501804008
KEN,SSP2,2095,10.09343404,65.827,41.1,78.3,0.686065236,0.513320877
KEN,SSP2,2100,10.14639902,67.509,42.4,79.2,0.686065236,0.513320877
KEN,SSP3,2030,8.708085281,30.601,21.9,61.6,0.446037799,0.24133679
KEN,SSP3,2035,8.79835442,31.971,22.7,62,0.455613195,0.249593509
KEN,SSP3,2040,8.868136852,33.388,23.3,62.3,0.462257227,0.255358831
KEN,SSP3,2045,8.92008969,34.851,23.8,62.7,0.467746715,0.260403746
KEN,SSP3,2050,8.954520173,36.359,24.3,63,0.47070515,0.26320507
KEN,SSP3,2055,8.980771083,37.912,25.1,63.4,0.473041524,0.26561559
KEN,SSP3,2060,8.997766437,39.507,25.9,63.7,0.47470173,0.26737807
KEN,SSP3,2065,9.010312477,41.144,26.8,64.1,0.47632916,0.269114499
KEN,SSP3,2070,9.018245346,42.82,27.8,64.3,0.477833361,0.270768933
KEN,SSP3,2075,9.024731344,44.532,28.6,64.7,0.479282889,0.272383832
KEN,SSP3,2080,9.02899825,46.277,29.4,65,0.484551969,0.275639705
KEN,SSP3,2085,9.032147713,48.053,30.1,65.3,0.485968538,0.277222909
KEN,SSP3,2090,9.035514952,49.855,30.8,65.7,0.487415098,0.278819075
KEN,SSP3,2095,9.038342235,51.679,31.5,66.1,0.48928901,0.280897929
KEN,SSP3,2100,8.977406243,53.52,31.9,66.4,0.48928901,0.280897929
KEN,SSP5,2030,8.836331821,38.498,23.2,71.8,0.521980384,0.335086837
KEN,SSP5,2035,9.069157596,43.74,25.2,73.7,0.554563238,0.368006743
KEN,SSP5,2040,9.312497086,48.774,27.4,75.7,0.589417348,0.400274381
KEN,SSP5,2045,9.539965841,53.497,29.7,77.6,0.617765476,0.427584398
KEN,SSP5,2050,9.75058654,57.849,32.1,80.5,0.648069205,0.454312033
KEN,SSP5,2055,9.945524255,61.806,34.6,81.9,0.676089896,0.478439941
KEN,SSP5,2060,10.13096681,65.373,37.2,83.3,0.698199776,0.498540975
KEN,SSP5,2065,10.297433,68.568,39.8,84.7,0.722677068,0.518618096
KEN,SSP5,2070,10.44247272,71.422,42.5,86.1,0.742115711,0.535603262
KEN,SSP5,2075,10.57148126,73.967,45.1,87.4,0.763948435,0.55251087
KEN,SSP5,2080,10.68748868,76.236,47.7,88.8,0.781477778,0.567143041
KEN,SSP5,2085,10.79099724,78.263,50.2,90.1,0.802010603,0.582198203
KEN,SSP5,2090,10.88473466,80.074,52.6,91.4,0.818508517,0.594807103
KEN,SSP5,2095,10.97095355,81.697,54.9,92.7,0.835946542,0.607825857
KEN,SSP5,2100,11.03297812,83.155,57.1,94,0.835946542,0.607825857
KGZ,SSP1,2030,8.732478591,50.173,26.1,77.4,0.593973028,0.398026333
KGZ,SSP1,2035,8.827216942,56.395,27.5,78.9,0.628110845,0.438425229
KGZ,SSP1,2040,8.918920484,62.106,29.3,80.4,0.657439232,0.471534116
KGZ,SSP1,2045,9.034556552,67.23,31.6,81.9,0.682250667,0.498995408
KGZ,SSP1,2050,9.146493473,71.749,34,83.4,0.704607881,0.522304534
KGZ,SSP1,2055,9.256083479,75.69,36.6,84.9,0.72289155,0.542000349
KGZ,SSP1,2060,9.364102924,79.1,39.3,86.4,0.744436453,0.561059919
KGZ,SSP1,2065,9.479729194,82.036,42,87.8,0.762476255,0.577449094
KGZ,SSP1,2070,9.591790982,84.557,44.7,89.3,0.78428082,0.594239177
KGZ,SSP1,2075,9.69645758,86.719,47.2,90.8,0.801631569,0.607749779
KGZ,SSP1,2080,9.793790392,88.572,49.6,92.3,0.819154163,0.620739429
KGZ,SSP1,2085,9.88968532,90.16,51.9,93.7,0.835910728,0.632320204
KGZ,SSP1,2090,9.98515556,91.522,54.2,95.1,0.85190308,0.642611679
KGZ,SSP1,2095,10.07805222,92.69,56.5,96.3,0.867985595,0.652690233
KGZ,SSP1,2100,10.1490238,93.694,58.9,97.5,0.867985595,0.652690233
KGZ,SSP2,2030,8.70677349,43.153,25.5,76.4,0.542393191,0.330753849
KGZ,SSP2,2035,8.776489083,46.136,26.4,77.4,0.567374988,0.359329238
KGZ,SSP2,2040,8.837587263,48.992,27.8,78.4,0.58541215,0.382275284
KGZ,SSP2,2045,8.919816708,51.706,29.4,79.4,0.599544726,0.401558553
KGZ,SSP2,2050,8.995616118,54.269,31.1,80.4,0.608117655,0.417174534
KGZ,SSP2,2055,9.069830572,56.68,32.8,81.4,0.619900498,0.433189028
KGZ,SSP2,2060,9.13993487,58.938,34.5,82.3,0.631108241,0.447820443
KGZ,SSP2,2065,9.219909871,61.047,36.2,83.3,0.646600154,0.463868821
KGZ,SSP2,2070,9.300600684,63.014,37.8,84.3,0.657875722,0.477117927
KGZ,SSP2,2075,9.378376669,64.845,39.3,85.3,0.669619724,0.490250785
KGZ,SSP2,2080,9.451979963,66.549,40.9,86.3,0.681269624,0.502744818
KGZ,SSP2,2085,9.52557068,68.134,42.6,87.3,0.692324843,0.514112068
KGZ,SSP2,2090,9.600374827,69.608,44.3,88.3,0.707044179,0.526536954
KGZ,SSP2,2095,9.674531799,70.98,45.9,89.3,0.717708649,0.536715739
KGZ,SSP2,2100,9.714830846,72.257,47.3,90.2,0.717708649,0.536715739
KGZ,SSP3,2030,8.658961178,37.662,24.9,75.4,0.513084731,0.269817768
KGZ,SSP3,2035,8.689619316,38.088,25.4,75.9,0.532231839,0.282779054
KGZ,SSP3,2040,8.708611247,38.546,26.3,76.4,0.540527798,0.289285657
KGZ,SSP3,2045,8.721197375,39.04,27.3,76.9,0.546082786,0.294310919
KGZ,SSP3,2050,8.732793116,39.572,28.2,77.3,0.549697142,0.29790262
KGZ,SSP3,2055,8.738432337,40.146,29.1,77.8,0.553234572,0.301661757
KGZ,SSP3,2060,8.738679871,40.766,29.9,78.3,0.556717095,0.305378223
KGZ,SSP3,2065,8.7397043,41.435,30.9,78.8,0.559930797,0.308695907
KGZ,SSP3,2070,8.741687232,42.157,32,79.3,0.563814934,0.312643697
KGZ,SSP3,2075,8.742317309,42.936,33.1,79.7,0.56747751,0.316222056
KGZ,SSP3,2080,8.740514631,43.778,34.1,80.2,0.575105946,0.32152912
KGZ,SSP3,2085,8.738485889,44.688,35.1,80.7,0.578936429,0.325194485
KGZ,SSP3,2090,8.738165616,45.671,36,81.1,0.582789182,0.328865256
KGZ,SSP3,2095,8.737968648,46.733,36.8,81.6,0.58667586,0.3325487
KGZ,SSP3,2100,8.685390354,47.878,37.5,82.1,0.58667586,0.3325487
KGZ,SSP5,2030,8.762283346,50.173,26.1,77.4,0.585693006,0.370400503
