ISO3,year,government_effectiveness,control_of_corruption,gdp_per_capita_log,urban_share,median_age,life_expectancy,locc
DOM,2021,0.484209842,0.3681796879999999,10.001224738730684,72.9243347395035,26.998,71.8785,4.5
DOM,2022,0.489863657,0.393094062,10.111550312461398,72.4203155643711,27.317,74.2855,4.5
DOM,2023,0.5223085909999999,0.391539431,10.159676468294396,72.3577991823338,27.653,73.7535,4.4
DOM,2024,0.527919493,0.424808681,10.223455138228864,72.4121874752151,,73.88374999999999,4.2
DOM,2025,,,9.98366157804029,84.942,29.2,75.65,4.3
DZA,2015,0.402426076,0.277925033,9.53295645278748,70.8,27.4,76.05000000000001,4.916481120297732
DZA,2016,0.430877306,0.3487432,9.50583033510346,70.7353778263851,26.811,75.338,4.9
DZA,2017,0.411681878,0.369149217,9.509967869114943,71.3227912436551,27.024,75.46350000000001,4.8
DZA,2018,0.45716986,0.369544858,9.527129200515866,71.905249845153,27.23,75.5915,4.6
DZA,2019,0.451981709,0.352940242,9.53910680533982,72.4824561380175,27.431,75.72049999999999,4.6
DZA,2020,0.4610374309999999,0.349886078,9.447506194623276,73.7,28.5,76.5,4.4
DZA,2021,0.423162152,0.346776856,9.581687730538205,73.6199218261573,27.783,75.2475,4.4
DZA,2022,0.461462983,0.348379642,9.670047071648003,74.1795862354514,27.983,76.166,4.4
DZA,2023,0.444269433,0.349054029,9.730590717405605,74.732808364138,28.189,76.2955,4.4
DZA,2024,0.464563079,0.35843598,9.776832032292276,75.2792907190618,,76.50425,4.4
DZA,2025,,,9.321992243118784,76.149,29.4,77.9,4.4
ECU,2015,0.414238336,0.275998363,9.29447476614609,63.4,26.3,77.05,4.400121868223922
ECU,2016,0.483617013,0.323476786,9.29481837415838,62.9913367571804,25.721,76.0935,4.5
ECU,2017,0.485679071,0.3215300759999999,9.375302093555469,63.0194591842425,26.093,76.2255,4.3
ECU,2018,0.471982412,0.353369706,9.408115620364692,63.0433276812321,26.468,77.2475,4.3
ECU,2019,0.4754313339999999,0.3718019719999999,9.436919201909689,63.0627139714638,26.856,77.29249999999999,4.2
ECU,2020,0.446613118,0.373619014,9.35243015074339,64.2,28.1,76.19999999999999,4.0
ECU,2021,0.491871136,0.350480794,9.510996261607444,63.0871268249117,27.578,72.8495,4.0
ECU,2022,0.5137207309999999,0.345894771,9.628923893231182,63.0901835932266,27.975,76.6065,4.0
ECU,2023,0.481801661,0.332810036,9.675238257497252,63.1307729554263,28.406,77.4015,4.0
ECU,2024,0.470703248,0.321538699,9.670310512242995,63.2376932397602,,77.59045,3.9
ECU,2025,,,9.361032672481334,67.9,29.9,79.25,5.0
EGY,2015,0.351179217,0.282592302,9.296824151930164,42.8,24.1,71.15,4.721504265982659
EGY,2016,0.427666301,0.388014874,9.27478523091213,42.5210717266225,22.959,,4.7
EGY,2017,0.434288001,0.396374668,9.316926296397256,42.4486008687179,23.048,,4.5
EGY,2018,0.434484327,0.382405904,9.419729335412857,42.4577177449969,23.166,,4.5
EGY,2019,0.4903360689999999,0.346551366,9.500299801504909,42.4812027332648,23.328,,4.5
EGY,2020,0.467836577,0.318344504,9.63114492149868,42.8,24.7,71.30000000000001,4.6
EGY,2021,0.469635849,0.319182645,9.653680165065662,42.5686062621468,23.636,,4.6
EGY,2022,0.485516052,0.321137471,9.771486514208556,42.6325129008032,23.813,,4.6
EGY,2023,0.505676507,0.313194268,9.826867775351692,42.7098115041919,24.028,,4.5
EGY,2024,0.494532828,0.311152849,9.857137019626428,42.8004363938404,,71.83075,4.6
EGY,2025,,,9.52913866718673,49.871,25.3,73.5,4.0
ERI,2015,0.180065511,0.130821265,,38.2,,,7.747982311604473
ERI,2016,0.267053932,0.204717456,,35.5254287719727,17.4,66.20750000000001,7.9
ERI,2017,0.265704128,0.211225817,,35.4427146911621,17.469,66.575,7.9
ERI,2018,0.236565514,0.188322541,,35.3451042175293,17.614,66.9405,7.9
ERI,2019,0.228977096,0.190348456,,35.2352333068848,17.78,67.267,7.8
ERI,2020,0.241661908,0.203018665,,41.3,19.0,66.75,7.9
ERI,2021,0.242228177,0.201540162,,34.9871139526367,18.178,66.90199999999999,7.8
ERI,2022,0.252176826,0.202365571,,34.8469276428223,18.405,67.75,7.8
ERI,2023,0.245029613,0.19250677,,34.696403503418,18.651,68.58250000000001,7.7
ERI,2024,0.230265068,0.147976467,,34.5365524291992,,68.85185,7.7
ERI,2025,,,7.5782331234545985,48.279,20.3,68.45,8.1
ESP,2015,0.743110152,0.565286373,10.46961447704383,79.6,42.4,83.1,2.322763825157598
ESP,2016,0.7183509979999999,0.60498362,10.535097539947868,79.3615955277997,42.047,83.4,1.9
ESP,2017,0.711731923,0.598781067,10.592256407492515,79.4663233085683,42.439,83.35,1.9
ESP,2018,0.721501162,0.6294506759999999,10.621696949948,79.5580057813361,42.799,83.5,1.8
ESP,2019,0.730905204,0.644581709,10.692916204165552,79.6349761108307,43.138,83.9,1.9
ESP,2020,0.7171388189999999,0.64673557,10.579688145570245,80.8,44.3,83.8,1.8
ESP,2021,0.731230736,0.642927469,10.697648295428332,79.7846242983598,43.916,83.25,1.8
ESP,2022,0.735436342,0.636771189,10.847372654346469,79.9548794567814,44.392,83.2,1.7
ESP,2023,0.723009649,0.628238936,10.927416528759064,80.128491001856,44.903,83.95,1.8
ESP,2024,0.729391098,0.623193026,10.967599745158742,80.315199821207,,83.76915,1.8
ESP,2025,,,10.612833571025638,82.1,46.5,85.2,2.4
EST,2015,0.721531243,0.728869232,10.299327485150608,68.4,41.5,77.85,2.4211907125268
EST,2016,0.7202272289999999,0.736894057,10.37185787712645,68.724038178078,40.691,77.75,2.2
EST,2017,0.721112768,0.7377899069999999,10.448907300227532,68.9931941915158,40.88,78.19999999999999,2.1
EST,2018,0.759403274,0.781694888,10.521937802283222,69.2803532930133,41.046,78.35,2.0
EST,2019,0.7458316979999999,0.786944247,10.611187782838998,69.5787397662154,41.213,78.75,2.0
EST,2020,0.7701039009999999,0.800377096,10.61329846962235,69.2,42.3,78.45,1.9
EST,2021,0.7799279729999999,0.7896222829999999,10.69764539555778,70.1777274135822,41.484,77.05000000000001,1.8
EST,2022,0.777596927,0.801544972,10.78347838957169,70.4892333736738,41.625,77.94999999999999,1.7
EST,2023,0.759934621,0.8171457289999999,10.792143542527006,70.6770085523126,41.89,78.6,1.6
EST,2024,0.765591936,0.8164444619999999,10.819152305082843,70.6981161541961,,79.14685,1.5
EST,2025,,,10.576141410595758,73.224,43.1,79.6,1.5
ETH,2015,0.372654629,0.326952251,7.397940250609039,19.4,18.2,65.0,7.709330496284304
ETH,2016,0.420637249,0.390317349,7.527013406198175,19.8763618469238,17.254,64.2335,7.3
ETH,2017,0.410715491,0.36419411,7.603273424747021,20.3084850311279,17.493,64.84049999999999,6.9
ETH,2018,0.4097912189999999,0.386140022,7.647460409554183,20.7838096618652,17.717,65.3335,6.8
ETH,2019,0.411258037,0.3921469,7.715322015305211,21.2486705780029,17.926,65.8205,6.6
ETH,2020,0.406134168,0.403946318,7.7860489328273665,21.7,19.2,65.4,6.8
ETH,2021,0.386928804,0.397519469,7.858800265045913,22.1067085266113,18.329,65.4295,6.8
ETH,2022,0.377281615,0.396253199,7.953291191660116,22.7367687225342,18.528,66.9875,6.8
ETH,2023,0.379556857,0.384840333,8.026465912667827,23.0586471557617,18.733,67.402,6.7
ETH,2024,0.3877981659999999,0.389918024,8.097893298966158,23.6222839355469,,67.68805,6.7
ETH,2025,,,7.896823016144173,26.093,20.3,66.8,7.1
FIN,2015,0.873118612,0.955126068,10.6515456362934,85.2,42.4,81.55,1.701438853075431
FIN,2016,0.8902487149999999,0.921856119,10.704645757961073,71.6158383428171,41.497,81.5,1.3
FIN,2017,0.923694646,0.919731709,10.762887307137389,71.9563038312956,41.592,81.7,1.3
FIN,2018,0.933360502,0.920516149,10.804637794251624,72.3423467740343,41.765,81.8,1.4
FIN,2019,0.931277483,0.920742328,10.86429478800953,72.7431214358314,41.974,82.05,1.4
FIN,2020,0.928616841,0.931034035,10.883627429480612,85.5,43.1,82.55,1.4
FIN,2021,0.932627909,0.929219625,10.94712216461158,73.3710215780329,42.339,81.94999999999999,1.3
FIN,2022,0.8822979579999999,0.921730581,11.037034741090451,73.6967597835949,42.526,81.25,1.3
FIN,2023,0.861002615,0.922638636,11.05745560596384,74.0062548602828,42.789,81.75,1.3
FIN,2024,0.866733953,0.92226018,11.08794696577843,74.2637190463636,,82.0864,1.3
FIN,2025,,,10.820050686253284,89.161,44.3,83.65,1.7
FJI,2015,0.444970121,0.469871946,9.35177927431396,54.7,26.2,67.65,5.825925248931338
FJI,2016,0.493829596,0.542324877,9.372930028056777,55.1734720973874,25.883,66.707,4.2
FJI,2017,0.493877739,0.548343717,9.440282974987118,55.7408343449609,26.166,67.13550000000001,3.7
FJI,2018,0.597482167,0.547471307,9.471489072567191,56.2328347385698,26.468,67.0175,3.4
FJI,2019,0.7300320119999999,0.61667764,9.471018526163745,56.70989552257,26.776,67.054,3.4
FJI,2020,0.6408307619999999,0.588219156,9.279520426708116,57.2,27.4,68.7,3.1
FJI,2021,0.6555242,0.5765112699999999,9.242074279182775,57.6618364761928,27.283,64.974,2.9
FJI,2022,0.611111102,0.5713096609999999,9.471341511810664,58.1352701465266,27.475,67.19300000000001,2.9
FJI,2023,0.611284251,0.586299691,9.591798086665824,58.6069049738768,27.666,67.35149999999999,2.7
FJI,2024,0.631811265,0.592444859,9.645383656024226,59.0766602292457,,67.50739999999999,2.7
FJI,2025,,,9.53492745103113,62.875,28.5,70.15,3.4
FRA,2015,0.796572475,0.73163901,10.619011905539717,79.7,41.3,82.5,2.226830662147224
FRA,2016,0.789518133,0.75026776,10.666166279301082,78.5999114705779,40.52,82.65,2.0
FRA,2017,0.785973333,0.7531231319999999,10.70255087679186,78.6467804026368,40.71,82.65,2.0
FRA,2018,0.8086974809999999,0.764426936,10.744646445023715,78.6714432536599,40.885,82.75,2.0
FRA,2019,0.801591081,0.754248136,10.842135925544731,78.6890784549356,41.08,82.9,2.0
FRA,2020,0.8032481969999999,0.740468813,10.809360293726805,81.0,42.3,83.3,1.9
FRA,2021,0.8121284559999999,0.766545435,10.868898593896429,78.7364603392338,41.39,82.4,1.9
FRA,2022,0.798021859,0.7590239649999999,10.951559682461234,78.7591921123356,41.567,82.19999999999999,1.9
FRA,2023,0.7762430789999999,0.735063433,11.01598535094978,78.7804323126547,41.817,83.0,1.9
FRA,2024,0.7468693089999999,0.7251354859999999,11.043832110970882,78.7999750964116,,83.3946,1.9
FRA,2025,,,10.766912915153991,82.047,43.2,84.65,2.1
GAB,2015,0.354974817,0.266108168,9.56846465049972,88.1,22.1,66.25,6.249833514686668
GAB,2016,0.384397523,0.339008743,9.546650830097036,88.5445883406178,21.331,66.6895,6.3
GAB,2017,0.352562918,0.302424355,9.60215463903392,89.0009733256896,21.406,66.9285,6.0
GAB,2018,0.3618325629999999,0.312543604,9.644201344468614,89.4539949981866,21.443,67.158,6.0
GAB,2019,0.360168291,0.31267904,9.67719137277976,89.9031850170394,21.459,67.4565,6.2
GAB,2020,0.355236452,0.315726423,9.580325499149504,90.1,22.5,66.6,6.1
GAB,2021,0.398944703,0.303392427,9.82679978343164,90.7881967286967,21.465,67.206,6.0
GAB,2022,0.39783793,0.275416399,9.903115336489671,91.2243355459988,21.475,67.85149999999999,6.1
GAB,2023,0.39983277,0.281225153,9.94057451883937,91.6375962797313,21.503,68.4785,6.1
GAB,2024,0.403127112,0.288930255,9.97628124318425,91.8632094677575,,68.65355,5.9
GAB,2025,,,9.548788452206956,92.344,23.1,68.1,6.1
GBR,2015,0.859025407,0.863175305,10.657618793032158,82.6,40.0,81.2,1.758713938635332
GBR,2016,0.834783092,0.8347823,10.693879462240687,82.0229991698295,,,1.6
GBR,2017,0.817911302,0.846158123,10.73885064393339,82.23065673273,,,1.5
GBR,2018,0.8098912269999999,0.843780735,10.762407708469006,82.4465657551295,,,1.4
GBR,2019,0.7849738909999999,0.8363029249999999,10.821076652330122,82.6699420738913,,,1.5
GBR,2020,0.780332564,0.8269103059999999,10.783737502130457,83.9,40.4,81.85,1.5
GBR,2021,0.7718098809999999,0.815403055,10.839667715221749,82.9886431523641,,,1.6
GBR,2022,0.764866596,0.809553454,10.985658286240946,83.0753982997505,,,1.6
GBR,2023,0.734657181,0.777024943,11.000621194650387,83.1601932891335,,,1.6
GBR,2024,0.743798903,0.784145814,11.035042729353046,83.2429544416085,,81.4334,1.6
GBR,2025,,,10.742171783791244,84.995,41.5,83.35,1.6
GEO,2015,0.586543656,0.587346564,9.414884248248317,57.4,37.0,73.44999999999999,4.123919202301085
GEO,2016,0.6296279539999999,0.640355256,9.477714692624176,57.6984032005062,36.089,73.076,3.5
GEO,2017,0.6365790939999999,0.6529669869999999,9.526532483339771,57.9996827205757,36.134,73.36500000000001,3.4
GEO,2018,0.6110180239999999,0.648914753,9.617264798610467,58.3038181862576,36.213,73.8865,3.4
GEO,2019,0.612834309,0.6493109609999999,9.727354808103868,58.6304091780343,36.329,74.05600000000001,3.3
GEO,2020,0.573322836,0.6445943799999999,9.728613783912015,59.5,37.3,73.0,3.2
GEO,2021,0.601202955,0.624829695,9.84774508051101,59.4293560618005,36.557,71.551,3.2
GEO,2022,0.59943003,0.610377725,10.01955056052399,60.0101622679115,36.634,74.0365,3.1
GEO,2023,0.6276586439999999,0.6118212709999999,10.129505677358642,60.7523077799724,36.796,74.338,3.2
GEO,2024,0.6021214709999999,0.555685949,10.25008949855694,61.0789605093733,,74.4899,3.2
GEO,2025,,,9.889026075866122,65.541,38.2,75.80000000000001,2.4
GHA,2015,0.453101319,0.38511044,8.554753013340783,54.1,20.7,64.05,5.571310856891481
GHA,2016,0.516859949,0.428641638,8.519406603157956,54.167052758274,19.879,63.538,5.4
GHA,2017,0.520523183,0.4227013549999999,8.550813820361205,54.6991419779128,19.996,63.8475,5.3
GHA,2018,0.5107072579999999,0.450164623,8.61911744159094,55.218477566593,20.12,64.15950000000001,5.2
GHA,2019,0.502772134,0.458418959,8.699939732355611,55.7246279109161,20.25,64.4805,5.2
GHA,2020,0.511389276,0.4598748109999999,8.707367355086935,57.3,21.2,65.8,5.1
GHA,2021,0.504750116,0.4470850559999999,8.795961096540122,56.6952556826536,20.557,64.32,5.1
GHA,2022,0.50051445,0.458969954,8.882968717725436,57.250609602871,20.736,65.2825,5.1
GHA,2023,0.509948047,0.452166936,8.930152289907557,57.8074737774654,20.931,65.5385,4.9
GHA,2024,0.5249894549999999,0.439385075,8.989693329775218,58.3654868038581,,65.7367,4.8
GHA,2025,,,8.658983456171338,61.236,22.0,66.9,5.0
GIN,2015,0.271795046,0.203338686,7.565109938345397,35.1,17.9,59.0,8.351662581521465
GIN,2016,0.342602136,0.274345885,7.721049888893713,35.3100280761719,17.022,58.4555,7.6
GIN,2017,0.340741304,0.257653825,7.896215981369737,35.5827331542969,17.154,58.68,7.5
GIN,2018,0.350462731,0.25233852,7.953130025386401,35.8554382324219,17.292,59.0085,7.4
GIN,2019,0.381864104,0.291689419,8.041035590117446,36.1281547546387,17.435,59.344,7.3
GIN,2020,0.355546292,0.303177684,8.111284974161116,36.9,18.6,59.45,7.4
GIN,2021,0.356181606,0.27383343,8.22652135420545,36.8502178436256,17.701,59.34,7.2
GIN,2022,0.333576455,0.281404776,8.30951970036443,37.2384967469106,17.836,60.398,7.2
GIN,2023,0.343558976,0.274543341,8.374187613959043,37.6454083954705,17.984,60.707,7.0
GIN,2024,0.340710252,0.240821006,8.426239681076497,38.0713036688655,,60.87225,6.9
GIN,2025,,,7.979458303712182,43.586,19.3,61.25,7.3
GMB,2015,0.320410259,0.253187369,7.596048828463278,59.2,17.1,63.1,6.618445602160433
GMB,2016,0.394588134,0.293594208,7.607220698269051,59.8652472486563,17.001,,5.4
GMB,2017,0.411892495,0.376693662,7.620192356640717,60.471712657237,17.146,,5.5
GMB,2018,0.415729578,0.3939504,7.730808321345997,61.0645869348107,17.304,,5.5
GMB,2019,0.4091552629999999,0.409389611,7.792234623900649,61.643210849607,17.468,,5.4
GMB,2020,0.3991864119999999,0.433446735,7.836292376821358,62.6,17.7,63.1,5.6
GMB,2021,0.413619999,0.415001981,7.92941316201407,62.7550706637859,17.811,,5.5
GMB,2022,0.415699401,0.417782135,8.028556366605196,63.2869880996278,17.985,,5.6
GMB,2023,0.422339048,0.418599489,8.098379231682785,63.8020182456108,18.17,,5.4
GMB,2024,0.409219001,0.410895318,8.153525989091843,64.2994103409645,,66.05109999999999,5.4
GMB,2025,,,7.786940592083663,66.955,18.9,65.05000000000001,6.2
GNB,2015,0.176030843,0.089000633,7.455843509543311,42.1,18.4,60.05,8.661002997419047
GNB,2016,0.233249881,0.159115991,7.508991698898469,42.586109161377,17.689,60.5495,7.9
GNB,2017,0.213461643,0.141658902,7.640994366306007,43.0155792236328,17.842,61.0775,7.8
GNB,2018,0.273204445,0.155451504,7.629475189021922,43.4449081420898,18.011,61.5795,7.9
GNB,2019,0.264437564,0.169242992,7.717490575963126,43.8745574951172,18.188,62.089,7.9
GNB,2020,0.264291034,0.21554866,7.7578178581576225,44.2,19.1,59.95,7.9
GNB,2021,0.244306703,0.232244748,7.833111848888792,44.7334136962891,18.54,61.588,7.9
GNB,2022,0.216265568,0.243549139,7.933380207153949,45.1627159118652,18.733,63.5295,7.9
GNB,2023,0.231129238,0.244768125,8.00291908171994,45.5923843383789,18.943,64.0095,7.9
GNB,2024,0.247485606,0.206093313,8.0453868407961,46.113204421822,,64.18075,7.9
GNB,2025,,,7.774353705830722,51.183,20.0,61.7,7.8
GNQ,2015,0.215754942,0.023706127,9.877076891828022,70.6,21.4,61.0,7.480230365892506
GNQ,2016,0.324024852,0.148023427,9.72013400946162,69.253269853051,20.98,61.1585,7.5
GNQ,2017,0.31795089,0.147875441,9.82199388081613,69.5516019132985,21.051,61.5745,7.2
GNQ,2018,0.321944439,0.171047849,9.820819244597075,69.8396623666175,21.111,62.017,7.2
GNQ,2019,0.317102042,0.171318762,9.708163679675176,70.1175419547293,21.16,62.409000000000006,7.3
GNQ,2020,0.306835561,0.171386834,9.523478954504853,73.1,22.0,61.3,7.4
GNQ,2021,0.310877623,0.171254272,9.730410056277323,70.6431215020592,21.063,62.579,7.2
GNQ,2022,0.28479032,0.171208769,9.805874135280146,70.8910029445467,21.016,63.488,7.3
GNQ,2023,0.289342709,0.169937945,9.764886199893164,71.1290664883517,20.979,63.849,7.3
GNQ,2024,0.283476973,0.180370999,9.773763760557314,71.3574028749806,,64.0529,7.0
GNQ,2025,,,9.220656726063922,77.942,21.8,62.7,7.2
GRC,2015,0.55633557,0.413050986,10.1889568916869,78.0,43.2,81.15,2.856892804072832
GRC,2016,0.529718104,0.4964818899999999,10.222106717187774,77.7122988766348,43.077,81.45,2.4
GRC,2017,0.564412613,0.508239408,10.26401392474166,77.8895342613411,43.393,81.35,2.4
GRC,2018,0.579494834,0.527293027,10.301997168929493,78.0490656849874,43.71,81.85,2.5
GRC,2019,0.6026478009999999,0.5400936319999999,10.371219203265207,78.1888100466875,44.005,81.7,2.4
GRC,2020,0.627489676,0.535422898,10.293266532099254,79.7,45.2,81.55,2.5
GRC,2021,0.624764927,0.5577031189999999,10.42023028897902,78.3884898647442,44.859,80.15,2.4
GRC,2022,0.622992157,0.543827082,10.586898505425422,78.5502190980809,45.391,80.85,2.3
GRC,2023,0.563540919,0.5452032029999999,10.662200206449334,78.7746303842088,45.747,81.6,2.3
GRC,2024,0.550595965,0.539208369,10.69935398375112,78.9967856500534,,81.9799,2.2
GRC,2025,,,10.426606325263888,81.008,46.9,83.35,3.1
GRD,2015,0.464303106,0.558859006,9.48906315441698,36.0,,,4.131877982638005
GRD,2016,0.519963292,0.587267965,9.545204572679902,35.9706014181883,29.954,75.16149999999999,3.8
GRD,2017,0.520000877,0.569811403,9.61856517337259,36.0173296416579,30.447,75.1435,3.8
GRD,2018,0.483347558,0.56289143,9.678771465016744,36.0720421424532,30.949,75.134,3.6
GRD,2019,0.495285739,0.5550640889999999,9.707844490423994,36.1346465679904,31.442,75.14750000000001,3.7
GRD,2020,0.494711149,0.55514969,9.572280301602582,36.5,31.3,75.8,3.9
GRD,2021,0.495052139,0.54218855,9.634970708411624,36.2831603706908,32.401,74.676,3.8
GRD,2022,0.504871096,0.536982771,9.772466239004295,36.3688840183487,32.886,75.3045,3.8
GRD,2023,0.529097782,0.5582148859999999,9.85065307980906,36.462128238584,33.385,75.3615,3.7
GRD,2024,0.517321666,0.5755053259999999,9.912338739588566,36.5628000454229,,75.5122,3.7
GRD,2025,,,9.75460537925536,43.553,33.1,77.15,3.5
GTM,2015,0.359564937,0.261721084,9.09761979425408,50.0,21.1,72.65,5.249916379565057
GTM,2016,0.382011062,0.301698413,9.1271140075582,53.6609232857043,20.289,71.22999999999999,6.0
GTM,2017,0.37764584,0.299629181,9.16536160782089,53.7994723140017,20.59,71.59649999999999,5.7
GTM,2018,0.364630344,0.281792179,9.20500642397984,53.845962303542,20.896,71.501,5.5
GTM,2019,0.3621440949999999,0.275352234,9.283207870335078,54.1882267267974,21.215,71.649,5.4
GTM,2020,0.3624312829999999,0.255915523,9.300854626897632,51.8,22.6,70.8,5.5
GTM,2021,0.368656986,0.232024743,9.37798316033012,54.9047071553758,21.889,67.952,5.3
GTM,2022,0.341479496,0.232277115,9.473782161933949,55.2581228215265,22.244,71.2125,5.4
GTM,2023,0.345626109,0.258540445,9.528456818888388,55.6082319565539,22.63,72.5945,5.4
GTM,2024,0.336586778,0.286604826,9.572804764442116,55.9547027274763,,72.7417,5.3
GTM,2025,,,9.151087048814452,56.804,24.2,74.65,5.0
GUY,2015,0.435977365,0.284279465,,26.4,24.9,68.80000000000001,5.803943225539358
GUY,2016,0.490431209,0.395531204,,26.4080892882899,23.839,68.20500000000001,5.6
GUY,2017,0.482036428,0.381582924,,26.412905546573,24.013,68.66,5.5
GUY,2018,0.496879293,0.404081693,,26.4188378517884,24.326,68.925,5.4
GUY,2019,0.496980188,0.4297597599999999,,26.4258834773058,24.613,69.1865,5.2
GUY,2020,0.461830086,0.455090887,,26.8,26.2,68.25,5.3
GUY,2021,0.485670204,0.457447406,,26.443303961947,25.054,64.4765,5.1
GUY,2022,0.48828877,0.432126643,,26.4536735068183,25.304,69.945,5.2
GUY,2023,0.494414102,0.4158267019999999,,26.4651457279878,25.607,70.22550000000001,5.1
GUY,2024,0.494302941,0.408333306,,26.477717988557,,70.35735,4.7
GUY,2025,,,,32.013,27.5,71.0,4.9
HND,2015,0.337076844,0.300094083,8.485825461083882,55.2,22.2,72.85,5.674839160742106
HND,2016,0.429545002,0.291456034,8.553748620116162,54.8868414578857,21.24,71.6875,5.4
HND,2017,0.431871557,0.286864181,8.634203404518153,55.3877322339915,21.575,71.876,5.2
HND,2018,0.410906042,0.282290627,8.636465471100601,55.8852577716247,21.91,72.06899999999999,5.2
HND,2019,0.413748835,0.264344138,8.663011679412971,56.3791561389766,22.245,72.1885,5.2
HND,2020,0.4001427659999999,0.281678381,8.59131656570556,58.4,23.9,72.44999999999999,5.2
HND,2021,0.38366425,0.251758094,8.732785227776699,57.3550236357547,22.885,69.5885,5.2
HND,2022,0.379968603,0.269776015,8.82548544484986,57.8364689017254,23.206,72.7595,5.3
HND,2023,0.385482305,0.256028349,8.878823307679577,58.3132392705102,23.546,72.9235,5.3
HND,2024,0.392915482,0.226603858,8.920792385945152,58.7850728104829,,73.07955,5.3
HND,2025,,,8.703957323961182,63.724,25.8,75.15,5.9
HRV,2015,0.60878617,0.487228699,10.007269806133609,56.2,43.1,78.15,3.193216787121254
HRV,2016,0.56492053,0.500522181,10.088478599174657,55.7294398599808,42.709,78.0,3.2
HRV,2017,0.5919718479999999,0.487783171,10.16544331967208,55.9009887365155,43.169,77.8,3.0
HRV,2018,0.6092160879999999,0.483592182,10.24215173094469,56.093170097094,43.61,78.0,3.1
HRV,2019,0.5948961899999999,0.483603618,10.346382164698868,56.303247958306,43.952,78.30000000000001,3.1
HRV,2020,0.611725164,0.506014519,10.300932112016566,57.6,44.4,78.85,3.1
HRV,2021,0.6603625909999999,0.497878596,10.467071043550032,56.7683502560171,44.445,76.5,3.1
HRV,2022,0.6526693899999999,0.500161882,10.615837763299435,56.9977571733605,44.611,77.65,3.1
HRV,2023,0.6589901549999999,0.501564519,10.778110837483275,57.2431560672198,44.761,78.55000000000001,3.1
HRV,2024,0.651411148,0.508643651,10.812667979708223,57.5158981711443,,78.71365,3.0
HRV,2025,,,10.495466797455208,63.069,45.4,80.30000000000001,2.9
HTI,2015,0.09399417,0.145484538,8.014942238949429,52.4,22.5,63.85,8.171269626460731
HTI,2016,0.147204045,0.180408142,8.087477947133534,50.087821148256,21.751,63.372,7.6
HTI,2017,0.145822061,0.190635582,8.113543089148346,50.735083378449,22.001,63.8865,7.5
HTI,2018,0.172801048,0.187555731,8.06995997377029,51.374898112219,22.253,64.133,7.4
HTI,2019,0.146193481,0.182530082,8.082394507540378,52.0069059952475,22.507,64.3865,7.4
HTI,2020,0.140795218,0.185720148,8.040182884836884,57.1,23.7,64.2,7.3
HTI,2021,0.112813601,0.177893617,8.053571334656102,53.2460637918026,23.003,62.6965,7.2
HTI,2022,0.121957638,0.173179222,8.094197470497779,53.8524949966907,23.25,64.032,7.3
HTI,2023,0.122417295,0.174668979,8.099171026091755,54.4496819335618,23.511,65.0145,7.2
HTI,2024,0.12147424,0.166757919,8.06892643187172,55.0372652481002,,65.1923,7.2
HTI,2025,,,7.935571229310654,61.038,25.0,65.9,7.3
HUN,2015,0.605409225,0.464966465,10.20128326237786,70.5,41.7,76.0,1.999758872945251
HUN,2016,0.6213752119999999,0.5103042259999999,10.24633034815474,70.4733810424805,41.061,76.15,2.1
HUN,2017,0.631557792,0.511081076,10.299845050550514,70.4542541503906,41.423,75.9,2.0
HUN,2018,0.6351055290000001,0.506715848,10.381529344927964,70.4711761474609,41.771,76.15,2.1
HUN,2019,0.6152572089999999,0.49570419,10.480865555667696,70.4565277099609,42.118,76.4,2.2
HUN,2020,0.653557593,0.507258726,10.479639730947437,71.9,43.2,76.0,2.2
HUN,2021,0.665888485,0.505119236,10.568420193960309,70.2059275331413,42.728,74.15,2.2
HUN,2022,0.6412941329999999,0.486697861,10.700226679044825,70.1585064243445,42.993,75.94999999999999,2.2
HUN,2023,0.6196062139999999,0.495383766,10.749192407771408,70.2923026891431,43.317,76.85,2.1
HUN,2024,0.610995877,0.486530989,10.790400364479158,70.491825943218,,77.10845,2.0
HUN,2025,,,10.570059726207612,77.371,44.7,78.0,2.8
IDN,2015,0.455278637,0.325064363,9.213090317368286,53.3,28.9,70.1,5.443039089766111
IDN,2016,0.537163997,0.380931936,9.236261026817528,53.812557220459,28.103,69.7365,5.2
IDN,2017,0.543846673,0.402284346,9.276843298827728,54.4541015625,28.359,69.958,4.8
IDN,2018,0.562687851,0.410105675,9.338918019934608,55.0956840515137,28.624,70.0875,4.8
IDN,2019,0.574126224,0.391944788,9.39153380524782,55.7382049560547,28.891,70.357,4.7
IDN,2020,0.5549671559999999,0.408581326,9.369851014008011,56.6,30.1,69.65,4.5
IDN,2021,0.542003128,0.394300275,9.453841270741709,56.8761702464027,29.335,67.4915,4.5
IDN,2022,0.5586722719999999,0.4036113,9.566960364924444,57.4934704226599,29.561,70.92599999999999,4.5
IDN,2023,0.566528103,0.388844656,9.64314226375182,58.1179353397878,29.831,71.152,4.4
IDN,2024,0.548365911,0.368309801,9.70797591896308,58.7509635387997,,71.29695,4.4
IDN,2025,,,9.399141841638636,60.714,31.3,72.2,3.9
IND,2015,0.522617811,0.349575696,8.598779812655863,32.8,26.4,70.5,5.333022242799982
IND,2016,0.586538119,0.420814783,8.665696209238089,32.8650780972823,25.613,69.764,5.1
